Sr No,Movie Name,Storyline,,,,,,,,,
7840, Family Gbese,Mazi is engaged to his dream girl and thriving at his high-powered investment firm. But a shocking request from his mentor threatens it all. Will he risk everything for the man who built his career or protect his perfect life?,,,,,,,,,
7841, Death at the Faucet: The Untold Story,"Amidst echoes of the civil rights movement, Jackson, Mississippi, faces a crisis over access to water, a basic necessity, exposing the city's deeply rooted struggles for justice.",,,,,,,,,
7843, Farces of Death,"A spoof of the infamous shock u mentary Mondo films of the 70s. Not shocking but funny. Underground comedians came together for the weirdest mash up and tribute to VHS and dumb humor. Comedians and filmmakers from several countries ""dieing"" to just be weird. Of course it's available VHS. Danger of foods, gardening, fists, toys, magic, hotdogs , flowers , bad acting and bad editing and it's all here.",,,,,,,,,
7844, 2024 Pokémon World Championships,"The 2024 Pokémon World Championships is the capstone event of the 2024 Championship Series season, and players from all around the world will battle for the title of World Champion.",,,,,,,,,
7845, Holy Flicks,"A recent college grad's dream of becoming a filmmaker gets the boost it needs, when his uncle leaves him just enough money to make a small budget film. Two conditions, it must be a faith based movie and his ghost uncle gets to help.",,,,,,,,,
7846, Hailey's Game,"When Carter McDowell lost her best friend in a car accident their senior year of high school, she never expected that five years later she'd still be haunted by visions of Hailey. Desperate to get closure, Carter recruits a zany bookstore clerk named Billy, and Hailey's old boyfriend, Tanner to conduct a seance that will allow her to say goodbye. But when unexpected complications arise, Carter and Tanner will have to face the demons they've been running from since high school. Based on the popular web series, Hailey's Game, this film will remind you what it feels like to fall in love for the very first time.",,,,,,,,,
7847, Chappa Kuthu,"The film is a true-story drama set during COVID-19, about a sister's sacrifice who abandons marriage to care for her mentally disabled younger brother, highlighting their fight against isolation and societal neglect.",,,,,,,,,
7848, Marine Drive,A hearing-impaired taxi driver unwittingly gets involved with Sri Lanka's criminal-political underworld after a fateful ride. His life hangs in the balance as he navigates the ensuing events over the next few hours.,,,,,,,,,
7851, Seeking the King,"A story about restoring laughter, happiness, and justice that we lost through the meeting of a young man and a giant robot at a time when even the tragedy of history had to be buried in our hearts.",,,,,,,,,
7853, Don't Turn Your Back on Friday Night,"Former gravedigger Ike Reilly secured a major label deal at 40, bought a home, toured with his band despite critical acclaim but no commercial success.",,,,,,,,,
7854, Xibalba Monster,"Rogelio (8) wants to unravel the mystery of death. When his parents send him off to Yucatán, he meets the Xibalba Monster, an old hermit who is sick but has made a deal with the Lords of the Underworld to remain amongst the living.",,,,,,,,,
7856, Spotlight International Film Festival: Best of the Festival - Volume 1,"When Sean Astin, D. B. Sweeney, Michael Muhney and Jessica Roszko collide, you have a mix of the best short independent films since Sundance. Checkout the finest short films from drama to animation with a little bit of thriller and comedy.",,,,,,,,,
7857, Vineyard Ablaze,"In this unsettling psychodrama, Minerva endeavours to connect and care for her grandmother Vina who is experiencing dementia.",,,,,,,,,
7858, The Peer Tutor,"To get extra money, a husband and wife decide to tutor at a high school, where they meet an honor student who turns their worlds upside down.",,,,,,,,,
7859, The Suffering of Monique,"A pregnant dance teacher is led into a violent trap by her gynaecologist boyfriend, transforming her into a dangerously damaged survivor of abuse, obsessed with making his sick surgical fantasies become morbid reality.",,,,,,,,,
7860, No More Awesome Action Movies,"Hector Soberon, fakes his death in order to avoid his problems. It only complicates things when people find out he is still alive.",,,,,,,,,
7861, When Autumn Comes,A Filipina student in London grapples with her sanity as her loved ones and friends change around her.,,,,,,,,,
7862, Union Station,Two strangers stuck in Los Angeles for the night are forced to confront their fears and take control of their lives.,,,,,,,,,
7863, Lyubov zla,"Charismatic burglar Maksim gets into trouble after owing money to dangerous bandits. During the next robbery, he witnesses a desperate act committed by the apartment owner Eva, who has unexpectedly returned: she tries to burn everything that reminds her of her traitorous boyfriend, and in addition, commit suicide. Maksim decides to stop Eva and save himself from even bigger problems.",,,,,,,,,
7864, Ya Boy Kongming! Road to Summer Sonia,"The music industry becomes a battlefield when ancient strategist Kongming is transported from historical China to modern Japan. He'll use military tactics to turn his new friend Eiko into a music star, and together they'll take the party hotspot of Shibuya by storm.",,,,,,,,,
7865, Lumme,"With his new wife and two young daughters, the man settles in a village for starting a new life. Unbeknownst to them, the family falls into the radar of a spirit seeking young bodies.",,,,,,,,,
7866, Conversion,"A filmmaker, an ex-Mormon mom, and a famous drag queen unite to expose the dangerous conversion ""therapy"" industry, amplifying survivors' voices and advocating for the next generation affected by this trauma.",,,,,,,,,
7867, Mels Block,To find closure with her troubled teenage years self-made millionaire Mel purchases the tenement block she grew up in and returns for a last time. But if you conjure up the ghosts of the past you shouldn't expect them to welcome you.,,,,,,,,,
7868, A Frozen Rage,"When he accidentally found that the oil thief was the driver who caused his younger brother to become disabled, an accident involved him in dispute with oil thieves. He bravely faced it, became a hero in the fight against oil theft.",,,,,,,,,
7869, Smart Killer,"A business tycoon family's two brothers Vijay & Arjun Ranawat, who have enemity with a Criminal Don Kabir Chopra. Kabir forcefully wants the partnership in Vijay & Arjun's construction company ""Sharda group of companies"" but Vijay and Arjun don't bow to his demand because after many long-long hardships they have established the company. Both the brothers take the Kabir's challenge and warn him of any foolish attempt. But Kabir underestimates them and he wages a war against them. In the course of this war Vijay's brother Arjun is killed by Kabir's orders being in the Jail. Now Vijay challenges Kabir that before coming out of Jail he should order the wood and Ghee for his pyre because the same day he will have to go to the Shamshaan(cremation ground). Vijay is furious on his brother's death and plans everything so precisely that he successfully completes his challenge and takes his brother's revenge by killing Kabir on the very same day when he comes out of the jail. In front of Kabir's burning pyre Kabir's 14 year old son Raj Chopra takes the vow of finishing Vijay Ranawat's whole family. After about 9-10 years Vijay's sons Suraj & Veer and Arjun's son Akash become young and takes over the business. One day Vijay dies in plane crash and all three brothers run the company successfully. Raj along with a girl Ayesha plans to ruin Vijay Ranawat's family, on the other side Akash also wants to grab Suraj and Veer's property and makes a plan along with his girlfriend Tina to kill his brothers. Ayesha is the daughter of Mukesh, ex-manager of Sharda group of companies who was thrown out of the company on theft charges. According to their plan Ayesha becomes the girlfriend of Suraj to take her revenge, as well as to make Raj Chopra's plan successful. One day Akash plans to kill Suraj and Veer in a club. When Akash is just about to shoot Suraj and Veer some body else kills them. Akash gets the shock of his life. Now somebody starts Black mailing Akash by showing him the video clipping of his aiming to kill Suraj and Veer. Now the real mind game starts Between the blackmailer and Akash. What happens to Akash.... Who is the blackmailer of Akash.... what happens to Raj and Ayesha's planning to ruin Ranawat's family and does Akash succeed in grabbing his brother's property, all these answers we will be getting in the climax of ""Smart Killer"" .",,,,,,,,,
7870, Hollywood Hopeful,"William Holloway is a naive yet passionate kid who moves to Hollywood to pursue his dream of becoming a star. But as he navigates the outskirts of an industry full of rejections, phonies, and grifters, the light of his dream begins to die.",,,,,,,,,
7871, Pears,"When his PI brother-in-law goes missing, soft-boiled sleuth Perry ""Pears"" Matthews is put on the case by his very pregnant sister and now will have to fill the gumshoes he never thought he had.",,,,,,,,,
7872, Take That: This Life - Live in Concert,"Live concert by popular English pop group Take That in Manchester featuring Gary Barlow, Howard Donald and Mark Owen.",,,,,,,,,
7873, Rusalka,Five old friends spend a few days together in the resort they used to go in their youth. One of them will bring news that will perturb their holiday.,,,,,,,,,
7874, Seguridad,"Tamara Segura inherits family photos unveiling difficult secrets. Interviewing three generations, she pieces together how her well-intentioned father became an abusive alcoholic, paralleling dysfunction in patriarchal systems.",,,,,,,,,
7878, The Last American Possession,A grieving mother attempts to resurrect her daughter through the bodies of different young women.,,,,,,,,,
7879, On top,"Luke, a young man, gets caught up in the criminal underworld. Pursued by a ruthless gangster boss and his mob, he desperately tries to disentangle himself from the chaos and violence to regain his freedom, risking his life in the process.",,,,,,,,,
7880, Left Unsaid,"Margarita's ascending professional career as a cellphone field sales executive is conditioned by her duties as a single mother and caretaker of her own mom, a religious fanatic singer who refuses to speak.",,,,,,,,,
7882, Lazarus Path,Street artist Lazar is trying to escape the mysterious island where he's been imprisoned by an unusual bureaucracy that won't let him return home.,,,,,,,,,
7883, El salto,"Ibrahim has a home, partner, Mariama, and work in Madrid. Suddenly he reckons the only way back is to jump the fence from Morocco into Spanish protectorate Melilla, a challenging physical feat",,,,,,,,,
7884, Guacamole Yesterdays,"Following a painful separation, a heartbroken woman uses an experimental technology that allows her to revisit and manipulate her memories as a means to cope.",,,,,,,,,
7885, The Life Coach,"A successful life coach hides his mental illness behind his public persona. After connecting anonymously online with a supportive follower, his past trauma and fear of exposure threaten to destroy everything he's built.",,,,,,,,,
7886, Smart Casuals,"Two couples' stories intertwine: newlyweds navigating life together, while another pair reconsiders their marriage plans, questioning their expectations of love.",,,,,,,,,
7887, Welcome Wedding,It is a light hear-ted surreal comedy target to attract masses and is a hilarious family entertainer featuring Komal Jha and Sahil Kohli as main leads.,,,,,,,,,
7888, Raduaa Returns,"raduaa return is written and directed by nav bajwa it is the sequal of 2018 hit movie raduaa relesed in 2018 in this nav,sukhi,hcl, jasmine travel from 1955 to 2255 and from there 1000 years back in time the movie is based on time machine.",,,,,,,,,
7892, Yellow,"Based on Vincent van Gogh's letters to his brother Theo, the film depicts the artist's problem of hiring models and his difficult relationship with them.",,,,,,,,,
7894, This Land of Mine,"When a small group of people get stranded on an uncharted land, they are forced to journey deeper to find a way out. However, they stumble upon a beast that has predated mankind.",,,,,,,,,
7895, Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,"Follows Komugi and Iroha on a new adventure, when they are sucked into the world of the video game Doki Doki Tanukingdom (Thrilling Raccoon-Dogkingdom).",,,,,,,,,
7896, Kenda,"An absurdist political satire about the disenchanted youth of Bangalore, exploring disorganized crime through the eyes of lower rung gangsters with big dreams.",,,,,,,,,
7898, Whispers,"Georgia flees her fiance, stumbles upon an eerie inn where she encounters a runaway slave. Together they face sinister forces, locals, and their own secrets while awaiting journey west, battling for survival and newfound freedom.",,,,,,,,,
7899, 2015: Future Uncertain,"In the year 2015, a disgraced space commander stumbles upon a top-secret mission to save planet Earth from uncertainty.",,,,,,,,,
7900, Sapir,"An engrossing portrait of the world's first professional league transgender football referee, who finds herself at a personal and professional crossroads.",,,,,,,,,
7901, Papu mame zaverni,"The teacher's daughter dreams of giving her mother an unusual gift for the New Year and making her happy. At a custom gift agency, she chooses the most expensive one - dinner with a star. But it was difficult to guess what kind of fee we were talking about, and now she and her friends have several months to earn this money. Musician friends help her with this. By coincidence, the star is my mother's unrequited high school love, and New Year's dinner with the star will take place against all odds.",,,,,,,,,
7902, The Future of the Monarchy,"The Queen has died. Charles becomes king. The line of succession continues with future monarchs. The monarchy has changed over 1000 years, the line of succession is subject to change, guided by examples of previous monarchs.",,,,,,,,,
7903, Mysteries of the Southern Wild,"A historian and filmmaker explore cryptid sightings of Bigfoot and Skunk Ape in the American South, diving into the legends, encounters, and stories blurring the lines between myth and reality around these elusive creatures.",,,,,,,,,
7904, Shed 17 & Project G-1 the Movie,"Following the public hysteria following the broadcast of the Shed 17 documentary, further revelations are uncovered about the events on Sodor Island in the early 80's.",,,,,,,,,
7905, Home Plate,"A family consisting of three brothers are on the same baseball team coached by their father, with the determination to win a little league championship they try to keep their family together while taking on opposing forces.",,,,,,,,,
7906, Evil in Me,Anna has just moved to a house and lives on her own. A series of strange things start to happen and sometimes thinks she is not alone.,,,,,,,,,
7907, Wrong Places,"An author goes on a jogging trail for inspiration, but along with a backpacker he finds there is true evil hiding in the trees. A father and son combo begin to stalk the author and the backpacker.",,,,,,,,,
7910, God Must Die,"* (God Must Die"" is inspired by Dostoyevsky's ""Notes from Underground"" and Nietzsche's ""God is Dead,"" This one-day odyssey follows Abram, a nomadic gypsy. Abram's path begins with a stark declaration: dragging a coffin through the streets, he proclaims, ""I have killed God!"" This attracts Fitna. His alarm brings media hounds and police, transforming a quiet day into a whirlwind. As chaos unfolds, Abram's past unfolds too. College students hack into his laptop, projecting his private discussions onto a live news channel. This unexpected audience witnesses philosophical debates about existentialism, nihilism, and the very origins of the concept of God. Beyond intellectual discourse, the film delves into humanity's darker side. The conversation shifts to the manipulative use of God's name to justify violence and discrimination based on color, creed, caste, and gender. Abram's act ignites a firestorm. He becomes a symbol, interpreted differently by various factions. Some see him as a Bad Guy, others as a liberator challenging oppressive doctrines. The narrative deftly weaves Abram's philosophical debates with the escalating external conflict. The film builds suspense, leaving the audience to wonder - what is Abram's true motive? Has he truly killed God, or is he a man desperate to awaken the world? ""God Must Die"" is more than just philosophical musings. It's a social commentary, urging viewers to confront the complex realities of faith, prejudice, and the search for meaning in a seemingly godless world. By the time the police raid Abram's home, he has vanished. His absence becomes a powerful statement, leaving the audience with lingering questions and no easy answers. Did he escape? Was he captured? )",,,,,,,,,
7912, Bengal 1947,"Explores the partition of India in 1947, focusing specifically on the impact on Bengal.",,,,,,,,,
7913, Mame snova 17,"Seventeen-year-old Olga, who has decided to get rid of an unwanted pregnancy, is transported from 2005 to 2024 and finds herself in the body of herself, a thirty-six-year-old single mother. It's as if the school director, Olga Vasilevna Glagolina, has completely forgotten everything that happened to her over the past 19 years, and now behaves like a seventeen-year-old brat from the early 2000s. Olga dreams of returning under her mother's wing and continuing to enjoy her carefree youth, but she is stuck in 2024. She cannot cope with the role of the former Olga Vasilevna Glagolina, the strict director and domineering mother of eleventh-grader Ivan. Ivan, having lost his mother's control, gets the opportunity to realize his wildest dreams. But it turns out that someone must take on the burden of responsibility for the family.",,,,,,,,,
7914, Spin the Wheel,"On the eve of the Apocalypse, a motley group of strangers plays Russian Roulette with a man claiming to be the Devil for a chance to save the world.",,,,,,,,,
7915, Bloodspawn,A frontier-era gang of misfits band together to battle an ancient and evil bloodthirsty hellbeast of Native folklore in this retro homage to classic 80's creature features.,,,,,,,,,
7916, Borj Roumi,"In the 70s, a communist-leaning movement was outlawed, and its activists were detained. In order to be freed, the authorities asked the detainees to apologize to the president. They declined, but one changes his mind.",,,,,,,,,
7917, Taxi Bosses,"Following her husband's murder, a woman uncovers a sinister plot devised by members of a taxi business who wanted him out of the way.",,,,,,,,,
7918, The Caged Bird,A teenage girl lives on the edge as she shares a home with her drug addicted mother and abusive drug addicted boyfriend. After being kicked out of the home she turns to working the street life to survive.,,,,,,,,,
7919, The Last Jewish Summer,"Students in a secondary school in Antwerp (Belgium), researching about the fate of Jewish students expelled in 1942 from this school by the Nazis,.are confronted with family members of both Jewish Holocaust victims and Nazi accomplices.",,,,,,,,,
7920, The Last Passenger,"Late at night, a cab driver is giving a woman a ride when a mother and her daughter jump out in front of the cab. They are given a ride as well, and the mystery of the cab driver and the three strange passengers gradually unravels.",,,,,,,,,
7921, Maria Callas,Filmed stage musical about the life of famous opera diva Maria Callas.,,,,,,,,,
7922, In Search of a Blessed Life,"The story takes place in Ghana, West Africa and centers around two families: The Mensahs and The Johnsons.",,,,,,,,,
7924, Here She Comes,"""Here She Comes"" tells the story of Emma and Rene, two experiential sex coaches who lead America into the next sexual revolution, and the army of terrified spouses, religious fundamentalists, and misogynist loners that try to stop them.",,,,,,,,,
7926, Pacifica,"Daniel is on a road trip through the American West with his teenage daughter Artis. They live in a golden bubble: camping and enjoying the landscape. But whenever people approach them, Artis runs od, leaving Daniel anxiously searching for her. As they cross the Great Plains and head into the Rocky Mountains, Artis starts disappearing more and more, slowly turning Daniel's dream bubble into a nightmare. 'Pacifica.' is a film about loss, denial and America's complex relationship with guns.",,,,,,,,,
7927, Jugalbandhi,"A mother, a couple, and a visually impaired person, where all of them will focus on their hunt for finance.",,,,,,,,,
7928, Bitva pap,"Lovers Kostya and Masha decide to get married. But immediately problems arise with relatives. Kostya's father is a retired military man, a strong-willed Russian man who plans to rent the House of Officers for a family celebration, invite all his relatives up to the fifth generation and celebrate according to the traditions of a Russian feast.",,,,,,,,,
7929, Raastha,"Shahana and Faizal arrive in Oman to find Shahana's mother, missing for 22 years. Facing difficulties, they journey deeper into the desert, lost. Police try to locate them.",,,,,,,,,
7930, The Stealer,"Investigation on CEO's Missing laptop when 9 employees were present, investigation takes the incident in 9 different perspectives with an unexpected climax.",,,,,,,,,
7931, Hoof Dreams,"No woman had won Individual Gold in Eventing since they were first allowed to compete in 1964. We follow Julia Krajewski, Lauren Billys, and Tamra Smith's pursuit to break the glass ceiling in this Olympic equestrian event held since 1912.",,,,,,,,,
7932, The Darkest Days: Israel-Gaza Six Months On,"Six months after the attacks, Lyse Doucet shares accounts of the human toll on both sides, exploring the path to lasting peace.",,,,,,,,,
7933, Slide or Die the Movie,"The police are cracking down heavy on reckless drifting and driving in Detroit. Underground street take overs and illegal slideshows are growing larger everyday. A highly trained group of vigilante drivers are stealing from dangerous crime lords, local gangs and giving the money back to the community.",,,,,,,,,
7934, Hadda and Krimo,"HAdda and Krimo are siblings struggling for a better life in a ruthless city and a harsh neighborhood. Krimo works during the day as a fish seller, collecting leftovers from fishing boats at the port, and at night, he is a waiter at weddings and events. Hadda has speech disorders, making it difficult for her to communicate with others.",,,,,,,,,
7935, Vampiru' Zombi,"Film student Catalina teams up with ex-rock star Marchizu' to film his comeback music video, but his resemblance to a childhood nightmare begins to blur reality. The encounter makes her question her memory and identity.",,,,,,,,,
7936, A Real Encounter,"In 2002, Gujarat faced threats from numerous gangs and terrorist groups. The Central Intelligence Agency alerted the state government about potential attacks targeting the Chief Minister and other officials. The government, led by efficient officer's like ADG Rathore ( Ehsaan khan), Arjun Ranade (Shahbaaz Khan), Varun Barot (Rishikesh Tiwari) etc. launched operations to hunt down terrorists with the help of informants. During one such encounter, four terrorists planning an attack on the CM were killed. Among them was Muskan (Bratuti Ganguly), a girl from a middle-class family in Mumbai. Muskan, a college student who gave tuition to children, dreamt of starting her own coaching classes. She befriended Mahi and Waseem (Akhilesh Verma), with Waseem promising to help her achieve her dream. Unknowingly, Muskan got entangled in Waseem's terrorist activities. When she tried to resist, they blackmailed her by threatening her family. Trapped and helpless, Muskan became part of the gang and was ultimately killed in the encounter. What happens next.",,,,,,,,,
7937, The Rapper Who Got Shot in the Heel,The shooting of rapper Megan Thee Stallion by fellow rapper Tory Lanez.,,,,,,,,,
7942, 'Descontrol',"A high school student's virtual reality gaming habit evolves into a life-altering struggle, pushing him to rock bottom. Through recovery, he finds a new purpose and dedicates his life to helping others balance technology use.",,,,,,,,,
7943, The Truck,"Ivan, a long-haul truck driver, accepts a trip before Christmas, but unexpected adventures put his on-time return home for Christmas in danger.",,,,,,,,,
7944, Cut,"Jaric just wants to be known as a filmmaker. He enlists his brother, Michael, and their friends to make a short film to break into Hollywood.",,,,,,,,,
7945, Wanda Rutkiewicz,"The true story of Wanda Rutkiewicz, the first woman in the world and the first person from Poland to climb the highest peaks on earth - told by herself. Wanda entered the men's world of high-mountain expeditions without an invitation and paid the highest price for it. The film's director, herself a mountaineer, sets off to the Himalayas in Wanda's footsteps. The clue to the search is the heroine's audio diary found among a pile of archival materials.",,, Ostatnia wyprawa,,,,,,
7946, Puang Bos!,"A father's love relationship with his only child is often hit by problems, plus the ups and downs of a love story.",,,,,,,,,
7947, Koi wo Shiranai Bokutachi wa,"When they were middle school students, Eiji Aihara and Naohiko Bessho attended the same school and they were best friends. One day, Eiji's childhood friend Izumi Shiosaki transferred to their school. Eiji had feelings for Izumi, but he never told her how he felt. Naohiko though confessed his feelings to Izumi and they became boyfriend and girlfriend. Now, all three are first year high school students and attend the same school. There, they meet Koharu Fujimura, who begins to have feelings for Naohiko, Taichi Senami, who is a member of a band, and Mizuho Ikezawa, who is a literary girl and likes Eiji.",,,,,,,,,
7948, Una artista en la familia,"Moly is driven out of her house and will have to learn to make a living at 33. Along the way, will reconnect with an old love and, contrary to his father's designs and his political lineage, he will stage a musical with his new neighbors.",,,,,,,,,
7949, Who Killed Lawrence of Arabia?,Documentary investigating the crash on 13th May 1935 which resulted in the death of T.E. Lawrence (Lawrence of Arabia) six days later.,,,,,,,,,
7950, Dory Previn: On My Way to Where,"A child tap dancer in New Jersey, Previn went on to write classic songs. In NYC as a showgirl, she wrote for Frank Sinatra and Judy Garland. Caught in a 1960s Hollywood scandal, she entered the Laurel Canyon music scene.",,,,,,,,,
7951, Toxic Traits,After Eric is dumped by his long time girlfriend Dina he meets and falls in love with Regina. His best friend and mother become very suspicious of Regina's behavior and uncover her true nature.,,,,,,,,,
7952, Psycho Roommate,"After discovering her fiancé's infidelity, lawyer Jasmin starts over in a new house and takes in a seemingly mild-mannered roommate, Simone. The new addition is not as she appears, and attempts to kill Jasmin and assume her identity.",,,,,,,,,
7954, Apocalypse Love,It's a zombie/alien apocalypse. But that triviality wont stop Tom from getting the love of his life back from the grave with a little help of necromancy.,,,,,,,,,
7955, Chow Chow Bath,A celebration of emotions and relationships,,,,,,,,,
7956, OC,"Rock, Kamal Hassan, and Magnet, three friends from Hyderabad's slums who dream of becoming actors. Despite their difficult circumstances, they support each other.Will they overcome the obstacles in their path and achieve their dreams?",,,,,,,,,
7957, Geronimos tapte stamme,"A Danish writer embarks on a quest to locate a disappeared Apache tribe in Mexico but becomes entangled in ethical dilemmas, wrestling with the moral complexities of pursuing a tribe that ardently seeks obscurity.",,,,,,,,,
7958, Supersiostry,A teenager finds herself being pursued by the military after she discovers she can manipulate gravity.,,,,,,,,,
7960, Public Defender,"Follows the work of Heather Shaner, a lawyer representing January 6th rioters, who works to confront America's political divisions with empathy.",,,,,,,,,
7961, The Age of Water,"In Mexico, a community grieves the loss of three children to a rare cancer. A group of women discovers radioactivity in their water, leading to a confrontation with local authorities as they seek answers and justice.",,,,,,,,,
7962, Snooker Man,"Johnny ""Snooker Man"" Bonnar is the UK's 17th rated Ronnie O'Sullivan lookalike working for the UK's lowest rated lookalike agency. He enters the world of competitive miniature snooker playing, attempting to become the world champion.",,,,,,,,,
7963, Memories You Killed,"A horrifying tale where a malevolent cult terrorizes a family. The family's desperate prayers unleash an unimaginable power, but the films chilling finale leaves them bewildered as their baby remains missing.",,,,,,,,,
7964, Chasing the Light,Chasing the Light is a powerful feature length documentary that tells the story of how a 60s hippy dream becomes a world-renowned centre of Buddhist practice at the Dzogchen Beara Retreat Centre on the cliffs of West Cork.,,,,,,,,,
7965, Isle: Alpha One,"Maxwell ""Spotter"" Lin is given the opportunity alongside his colleagues to be deployed on an island, once B-Corp property, however, what he expects isn't in his cards. Will he and his team survive this hellhole of an island?",,,,,,,,,
7966, Mahserin Üç Delisi,"Three patients being treated for Social Phobia, Schizophrenia and Multiple Personality are mistaken for three criminals during a hospital transfer and kidnapped by a criminal organization.",,,,,,,,,
7967, The Insides of our Lives,"A poetic blend of fiction and found footage from the 1960s and 1970s. Two girls grow up along a European border. Slowly, they are driven apart and experience what it means to be separated by borders.",,,,,,,,,
7968, Dead End Meg,"The story of two best friends, Fish and Rex. After Fish crosses a local gang member, they strike a deal for their lives. Time is running out, just one problem. The dead girl in the living room, and they are being watched. Now they must figure out how to ditch the body, do the deal and save their lives. Join our two bumbling, yet lovable heroes on an adventure. Full of friendship, debauchery, necrophilia and rubber duckies.",,,,,,,,,
7969, Salome,"Jose Andres Galicia (Perry Dizon), an art critic, historian, and professor, loses his memory as a result of chronic alcoholism. To retrieve his memories, he visits his cousin Christine (Dolly de Leon), in a mountain village in Mindanao. He starts dreaming of a woman named Salome from a catalogue of an exhibition he is curating to commemorate the 500th year of Magellan's arrival in the Philippines. Salome appears as a housemaid in Christine's house who returns to the nearby forest at night. When a local historian Fabian solicits the help of Andres to stop the desecration of a site dedicated to a Spanish colonial-era priestess named Salome, the real identity of the mysterious woman begins to unravel.",,,,,,,,,
7970, Notre rêve américain,Biz and Jean-Michel Dufaux explore the often overlooked stories of French Canadians who shaped American history.,,,,,,,,,
7971, The Life That Remains,"A Palestinian family, uprooted from Gaza after the war of October 7, 2023, faces loss, resilience, and hope, while dreaming of returning to a homeland shattered by destruction and exile.",,,,,,,,,
7972, Recall,Goke's world shatters when Anita wakes up with no memory of him or their children.,,,,,,,,,
7973, What You Did,"Arvin Espiritu, 25, secures a job as assistant resort manager in Palawan, seeking solace from a tumultuous past marked by his father's violent death and his mother's departure for Dubai. Struggling with dissociative identity disorder (DID), Arvin's alter ego, Ace, emerges, driving him to launch a YouTube vlog, ARVIN, ARISE, in pursuit of fame. However, Ace's dominance leads to reckless stunts, tarnishing Arvin's reputation and straining his relationships, especially with childhood friend Iris, whom he secretly loves. Determined to reclaim control and salvage his life, Arvin orchestrates a final vlog to expose Ace's destructive influence. In a climactic confrontation within his own mind, Arvin and Ace battle for supremacy, culminating in a gunshot that wounds them both. Who won the battle? Or did they both perish? Arvin bravely faces the unknown, but this time by his own doing.",,,,,,,,,
7974, Tum Aaye Ho Toh,"Beats of a love story across timelines, giving it a feel of a timeless romance with memorable music.",,,,,,,,,
7975, Magic & Monsters,"Young actors from Minnesota Children's Theatre Company confront the trauma of sexual abuse by the company's founder in the 1980s, seeking justice and healing in the post-#MeToo era.",,,,,,,,,
7976, Point of Change,"STUMBLING ACROSS THE PERFECT WAVE, TWO SURFERS START A CHAIN REACTION OF UNINTENDED CONSEQUENCES. ~ Perfection comes at a cost ~",,,,,,,,,
7977, Something of Value,"When the pressure of being a senior in high school gets to be too much, Manuel ""Manny"" Reyes begins to rebel against his parents, consequently falling into the wrong crowd and aligning himself with the neighborhood gang.",,,,,,,,,
7980, Dirty Dilemma,"In today's ever-changing dating landscape, can anyone truly claim to have a pure connection devoid of lies, secrets, and trust issues? For Malika and Kyrie, their love will be pushed to the brink as they face the ultimate test.",,,,,,,,,
7981," Düsseldorf, Skåne","The year is 1986. Fredrik and Nina are passionate about synth music. Fredrik's synth band is about to play its first gig but during the most important weekend in Fredrik's life, everything is put to the test.",,,,,,,,,
7982, A Life in Tandem,"The journey of a lifetime begins with the destruction of Luke's life as he is diagnosed with incurable cancer. Armed with a tandem bike, he aims to complete his dream of cycling to Beijing, not knowing if he will ever reach his destination",,,,,,,,,
7983, Saint Michael of the City,"On the run for years, an ex criminal returns home for a chance at salvation and revenge.",,,,,,,,,
7984, Eyes Don't Lie,"Pop star Peetey Weestro struggles with his dark side while climbing the charts with back to back hit records. Realizing that he loves killing just as much as he loves creating music, an inner battle ensues. EYES DONT LIE is the first film of its kind.",,,,,,,,,
7985, The Last Keeper,"Scotland's history is romanticized for centuries of bloody feuds, warfare and forced displacement. In the glens today there is unfinished business, a war over control of the land.",,,,,,,,,
7987, Bad Substitute,A principal (Eric Roberts) has no choice but to let a fun but irresponsible teacher's assistant teach summer school. He has to get his act together to get the kids to pass and to win the heart of the teacher next door.,,,,,,,,,
7988, Britain's Nuclear Bomb Scandal: Our Story,"The story of Britain's postwar atomic weapons programme, its devastating legacy for the thousands of service personnel who took part and the impact on their families and indigenous communities.",,,,,,,,,
7989, Lail Nahar,"A satirical comedy following two musicians' contrasting experiences with fame, exploring the chaotic nature of stardom and the absurdities within the Saudi entertainment industry through a humorous lens.",,,,,,,,,
7990, A Radical Act: Renee Montgomery,"Chronicles Renee Montgomery's journey from WNBA player to co-owner/executive of Atlanta Dream, exploring her background, basketball success, and activism that shaped her character.",,,,,,,,,
7991, Amityville VR,"After moving into a mysterious rental house in Amityville, New York, Artificial intelligence programmer Stuart Birdsall encounters an evil force so vile and deadly that it kills his wife, his friends, and strips him of his sanity.",,,,,,,,,
7992, Owl,"Jean returns home to help her ailing father with his locksmith business before his inability to work and medical bills cause them to lose it all. A job for a mysterious woman presents her with an opportunity to save him, but at a price.",,,,,,,,,
7993, Halfway House Series,"Seven troubled adult men struggle to live together in a private halfway house located in a wealthy section of Los Angeles, CA. The large house is owned by a divorced couple, Dr. MARC CASEY, a Doctor of Psychology and therapist and YOLANDA CASEY who is a candidate for the U.S. Senate. The only thing they agree on is sharing the income generated from the house that is paid by the State.",,,,,,,,,
7994, A Ramble Towards Rain,"A terminally ill TV star drafts a fantasy novel as his last attempt to leave behind a legacy of significance. As the cancer spreads, the relationship he forges with his characters lead him to come to terms with his regret and insecurity.",,,,,,,,,
